,Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname,Propertycount
11190,Scoresby,5 Drysdale Ct,h,SP,hockingstuart,12/08/2017,Knox,Eastern Metropolitan,2206.0
11191,Seddon,124 Albert St,h,S,Jas,12/08/2017,Maribyrnong,Western Metropolitan,2417.0
11192,South Melbourne,13/297 Dorcas St,t,VB,Greg,12/08/2017,Port Phillip,Southern Metropolitan,5943.0
11193,South Melbourne,426 Dorcas St,h,VB,Greg,12/08/2017,Port Phillip,Southern Metropolitan,5943.0
11194,South Melbourne,173 Nelson Rd,h,S,Greg,12/08/2017,Port Phillip,Southern Metropolitan,5943.0
11195,South Morang,15 Vincent Dr,h,S,Love,12/08/2017,Whittlesea,Northern Metropolitan,7969.0
11196,South Yarra,2/1 Alexandra Av,u,S,Kay,12/08/2017,Melbourne,Southern Metropolitan,14887.0
11197,South Yarra,44/100 Commercial Rd,u,S,hockingstuart,12/08/2017,Melbourne,Southern Metropolitan,14887.0
11198,South Yarra,10/20 Cromwell Rd,u,PI,Jellis,12/08/2017,Stonnington,Southern Metropolitan,14887.0
11199,South Yarra,2/12 Kensington Rd,u,SP,Jellis,12/08/2017,Stonnington,Southern Metropolitan,14887.0
11200,South Yarra,104/5 Wilson St,u,PI,hockingstuart,12/08/2017,Stonnington,Southern Metropolitan,14887.0
11201,Southbank,17/30 Miles St,u,S,hockingstuart,12/08/2017,Melbourne,Southern Metropolitan,8400.0
11202,Springvale,67 Glendale Rd,h,S,Barry,12/08/2017,Greater Dandenong,South-Eastern Metropolitan,7412.0
11203,St Albans,38 Charlbury Gr,h,S,YPA,12/08/2017,Brimbank,Western Metropolitan,14042.0
11204,St Albans,148 Power St,h,SP,Sweeney,12/08/2017,Brimbank,Western Metropolitan,14042.0
11205,St Kilda,12/14 Chapel St,u,SP,McGrath,12/08/2017,Port Phillip,Southern Metropolitan,13240.0
11206,St Kilda,48 Greeves St,h,VB,Gary,12/08/2017,Port Phillip,Southern Metropolitan,13240.0
11207,Strathmore,78 Bulla Rd,h,SP,Nelson,12/08/2017,Moonee Valley,Western Metropolitan,3284.0
11208,Strathmore,5 Kilburn St,h,S,Considine,12/08/2017,Moonee Valley,Western Metropolitan,3284.0
11209,Strathmore,38 Upland Rd,h,S,Barry,12/08/2017,Moonee Valley,Western Metropolitan,3284.0
11210,Strathmore,47 York St,h,S,Considine,12/08/2017,Moonee Valley,Western Metropolitan,3284.0
11211,Sunshine,75 Duke St,h,SP,S&L,12/08/2017,Brimbank,Western Metropolitan,3755.0
11212,Sunshine,80 Wright St,h,SP,Barry,12/08/2017,Brimbank,Western Metropolitan,3755.0
11213,Sunshine West,60 Murray St,h,VB,hockingstuart,12/08/2017,Brimbank,Western Metropolitan,6763.0
11214,Surrey Hills,37 Newton St,h,VB,Fletchers,12/08/2017,Whitehorse,Southern Metropolitan,5457.0
11215,Surrey Hills,3/51 Park Rd,t,S,Jellis,12/08/2017,Whitehorse,Southern Metropolitan,5457.0
11216,Surrey Hills,66 Union Rd,h,SA,Fletchers,12/08/2017,Boroondara,Southern Metropolitan,5457.0
11217,Surrey Hills,424 Whitehorse Rd,h,PI,Jellis,12/08/2017,Boroondara,Southern Metropolitan,5457.0
11218,Sydenham,8 Stockyard Cl,h,S,Purplebricks,12/08/2017,Brimbank,Western Metropolitan,3640.0
11219,Tarneit,37 Tyler Cr,h,SP,Purplebricks,12/08/2017,Wyndham,Western Metropolitan,10160.0
11220,Tarneit,4 Welford St,h,SP,Reliance,12/08/2017,Wyndham,Western Metropolitan,10160.0
11221,Taylors Lakes,21 Fastnet Dr,h,S,Prof.,12/08/2017,Brimbank,Western Metropolitan,5336.0
11222,Templestowe,7 Atkinson St,h,S,Jellis,12/08/2017,Manningham,Eastern Metropolitan,6202.0
11223,Templestowe,67 Hawtin St,h,S,Barry,12/08/2017,Manningham,Eastern Metropolitan,6202.0
11224,Templestowe,270 Serpells Rd,h,PI,Ray,12/08/2017,Manningham,Eastern Metropolitan,6202.0
11225,Templestowe,25 Templemore Dr,h,VB,Jellis,12/08/2017,Manningham,Eastern Metropolitan,6202.0
11226,Templestowe,5 Timothy Ct,h,PI,Ray,12/08/2017,Manningham,Eastern Metropolitan,6202.0
11227,Templestowe,4 Wynnewood Ct,h,S,Barry,12/08/2017,Manningham,Eastern Metropolitan,6202.0
11228,Templestowe Lower,38 Caroline Dr,h,S,Jellis,12/08/2017,Manningham,Eastern Metropolitan,5420.0
11229,Templestowe Lower,53 Fyfe Dr,h,PI,Barry,12/08/2017,Manningham,Eastern Metropolitan,5420.0
11230,Templestowe Lower,24 Marcus Rd,h,S,Ray,12/08/2017,Manningham,Eastern Metropolitan,5420.0
11231,The Basin,14 Bayview Cr,h,S,iTRAK,12/08/2017,Knox,Eastern Metropolitan,1690.0
11232,Thomastown,8 Barbara Ct,h,PI,hockingstuart,12/08/2017,Whittlesea,Northern Metropolitan,7955.0
11233,Thomastown,5 Natalie Ct,h,S,HAR,12/08/2017,Whittlesea,Northern Metropolitan,7955.0
11234,Toorak,3/716 Orrong Rd,u,S,Scott,12/08/2017,Stonnington,Southern Metropolitan,7217.0
11235,Toorak,9/758 Orrong Rd,u,VB,Marshall,12/08/2017,Stonnington,Southern Metropolitan,7217.0
11236,Toorak,6/14 Woorigoleen Rd,u,PI,Castran,12/08/2017,Stonnington,Southern Metropolitan,7217.0
11237,Travancore,112 Baroda St,h,PI,Nelson,12/08/2017,Moonee Valley,Western Metropolitan,1052.0
11238,Vermont,25 Caldwell Rd,h,SA,Philip,12/08/2017,Whitehorse,Eastern Metropolitan,4181.0
11239,Vermont,11 Manhattan Sq,h,S,hockingstuart,12/08/2017,Whitehorse,Eastern Metropolitan,4181.0
11240,Vermont South,9 Coltain St,h,VB,Fletchers,12/08/2017,Whitehorse,Eastern Metropolitan,4280.0
11241,Viewbank,32 Sherlowe Cr,h,S,Miles,12/08/2017,Banyule,Eastern Metropolitan,2698.0
11242,Watsonia,11 Eclipse Cr,h,S,Barry,12/08/2017,Banyule,Northern Metropolitan,2329.0
11243,Watsonia,1B High St,h,S,Barry,12/08/2017,Banyule,Northern Metropolitan,2329.0
11244,Watsonia,61 Princes St,h,S,Morrison,12/08/2017,Banyule,Northern Metropolitan,2329.0
11245,Werribee,3 Argyle Cr,h,S,Ray,12/08/2017,Wyndham,Western Metropolitan,16166.0
11246,Werribee,4 Gossamer St,h,S,Ray,12/08/2017,Wyndham,Western Metropolitan,16166.0
11247,Werribee,24 Swallow St,h,S,YPA,12/08/2017,Wyndham,Western Metropolitan,16166.0
11248,West Footscray,18 Molesworth Ct,h,S,Jas,12/08/2017,Maribyrnong,Western Metropolitan,5058.0
11249,Westmeadows,63 Kenny St,h,S,Barry,12/08/2017,Hume,Northern Metropolitan,2474.0
11250,Westmeadows,12 Tylden Pl,h,S,Nelson,12/08/2017,Hume,Northern Metropolitan,2474.0
11251,Wheelers Hill,18 Garnett Rd,h,S,Buxton,12/08/2017,Monash,South-Eastern Metropolitan,7392.0
11252,Wheelers Hill,3 Jensen Ct,h,PI,Barry,12/08/2017,Monash,South-Eastern Metropolitan,7392.0
11253,Wheelers Hill,19 Kooringa Cr,h,S,Barry,12/08/2017,Monash,South-Eastern Metropolitan,7392.0
11254,Williamstown,119 Hannan St,h,S,Sweeney,12/08/2017,Hobsons Bay,Western Metropolitan,6380.0
11255,Windsor,27 Andrew St,h,SP,Biggin,12/08/2017,Stonnington,Southern Metropolitan,4380.0
11256,Wonga Park,2 Rindlebrook Pl,h,VB,Morrison,12/08/2017,Manningham,Eastern Victoria,1328.0
11257,Wyndham Vale,6 Melliodora Ct,h,SP,YPA,12/08/2017,Wyndham,Western Metropolitan,5262.0
11258,Yarraville,1/23 Bena St,h,PI,Nelson,12/08/2017,Maribyrnong,Western Metropolitan,6543.0
11259,Yarraville,39 Benbow St,h,PI,Sweeney,12/08/2017,Maribyrnong,Western Metropolitan,6543.0
11260,Yarraville,33A Severn St,h,S,Sweeney,12/08/2017,Maribyrnong,Western Metropolitan,6543.0
11261,Yarraville,19/37 Stephen St,h,PI,Village,12/08/2017,Maribyrnong,Western Metropolitan,6543.0
11262,Yarraville,8/232 Williamstown Rd,u,VB,Greg,12/08/2017,Maribyrnong,Western Metropolitan,6543.0
11263,Albanvale,33 Robyn Av,h,S,Sweeney,15/07/2017,Brimbank,Western Metropolitan,1899.0
11264,Altona,43 David St,h,S,Barlow,15/07/2017,Hobsons Bay,Western Metropolitan,5301.0
11265,Altona,35 Lowe Av,h,SP,Barlow,15/07/2017,Hobsons Bay,Western Metropolitan,5301.0
11266,Altona,65 Sargood St,t,S,hockingstuart,15/07/2017,Hobsons Bay,Western Metropolitan,5301.0
11267,Altona Meadows,2/6 Carling Ct,u,S,Greg,15/07/2017,Hobsons Bay,Western Metropolitan,7630.0
11268,Altona North,4/15 Stapley Cr,u,SP,Barlow,15/07/2017,Hobsons Bay,Western Metropolitan,5132.0
11269,Ascot Vale,24/157 Epsom Rd,u,PI,McDonald,15/07/2017,Moonee Valley,Western Metropolitan,6567.0
11270,Ascot Vale,2/25 Harold St,u,S,Brad,15/07/2017,Moonee Valley,Western Metropolitan,6567.0
11271,Ascot Vale,20 Kent St,h,VB,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,6567.0
11272,Ascot Vale,8/39 Maribyrnong Rd,t,S,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,6567.0
11273,Ascot Vale,37 Roxburgh St,h,S,Jellis,15/07/2017,Moonee Valley,Western Metropolitan,6567.0
11274,Ascot Vale,1/129 The Parade,u,S,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,6567.0
11275,Ashwood,10 Kiewa St,h,S,Fletchers,15/07/2017,Monash,Southern Metropolitan,2894.0
11276,Aspendale,5/148 Nepean Hwy,t,S,Buxton,15/07/2017,Kingston,South-Eastern Metropolitan,2824.0
11277,Avondale Heights,9 Thompson St,h,S,Moonee,15/07/2017,Moonee Valley,Western Metropolitan,4502.0
11278,Balaclava,1/36 The Avenue,u,PI,Marshall,15/07/2017,Port Phillip,Southern Metropolitan,2952.0
11279,Balwyn,92 Winmalee Rd,h,S,Jellis,15/07/2017,Boroondara,Southern Metropolitan,5682.0
11280,Balwyn North,1/54 Maud St,t,S,Fletchers,15/07/2017,Boroondara,Southern Metropolitan,7809.0
11281,Bayswater North,20 Blandford Cr,h,SA,Stockdale,15/07/2017,Maroondah,Eastern Metropolitan,3598.0
11282,Bayswater North,17 Kalawar Av,h,S,Ray,15/07/2017,Maroondah,Eastern Metropolitan,3598.0
11283,Bentleigh East,1 Pell St,h,S,Gary,15/07/2017,Glen Eira,Southern Metropolitan,10969.0
11284,Blackburn,22 Cootamundra Cr,h,SP,Noel,15/07/2017,Whitehorse,Eastern Metropolitan,5713.0
11285,Blackburn,17 Hirst St,h,S,Jellis,15/07/2017,Whitehorse,Eastern Metropolitan,5713.0
11286,Blackburn,18 Masons Rd,h,S,Noel,15/07/2017,Whitehorse,Eastern Metropolitan,5713.0
11287,Blackburn,74 Williams Rd,h,PI,McGrath,15/07/2017,Whitehorse,Eastern Metropolitan,5713.0
11288,Blackburn North,42 Junction Rd,h,VB,Noel,15/07/2017,Whitehorse,Eastern Metropolitan,2867.0
11289,Blackburn North,169 Springfield Rd,h,S,Noel,15/07/2017,Whitehorse,Eastern Metropolitan,2867.0
11290,Blackburn North,1/108 Surrey Rd,u,S,Hoskins,15/07/2017,Whitehorse,Eastern Metropolitan,2867.0
11291,Boronia,3 Devenish Rd,h,S,iTRAK,15/07/2017,Knox,Eastern Metropolitan,9704.0
11292,Boronia,10 Hansen Rd,h,S,iTRAK,15/07/2017,Knox,Eastern Metropolitan,9704.0
11293,Brighton,51 Bay St,h,VB,hockingstuart,15/07/2017,Bayside,Southern Metropolitan,10579.0
11294,Brighton,37/18 Cochrane St,u,PI,Greg,15/07/2017,Bayside,Southern Metropolitan,10579.0
11295,Broadmeadows,37 Gosford Cr,h,S,YPA,15/07/2017,Hume,Northern Metropolitan,4294.0
11296,Broadmeadows,37 Stanhope St,h,S,YPA,15/07/2017,Hume,Northern Metropolitan,4294.0
11297,Brooklyn,1/42 Nolan Av,u,SP,hockingstuart,15/07/2017,Hobsons Bay,Western Metropolitan,962.0
11298,Brunswick,15 Hall St,h,VB,Nelson,15/07/2017,Moreland,Northern Metropolitan,11918.0
11299,Brunswick,44 Mitchell St,h,S,Jellis,15/07/2017,Moreland,Northern Metropolitan,11918.0
11300,Brunswick,23/1 Pottery Ct,u,PI,Walshe,15/07/2017,Moreland,Northern Metropolitan,11918.0
11301,Brunswick East,2/111 Victoria St,t,PI,Jellis,15/07/2017,Moreland,Northern Metropolitan,5533.0
11302,Brunswick West,10/3 Allard St,u,VB,Jellis,15/07/2017,Moreland,Northern Metropolitan,7082.0
11303,Brunswick West,22 Henderson St,h,VB,Nelson,15/07/2017,Moreland,Northern Metropolitan,7082.0
11304,Bundoora,5 Ball Ct,h,PI,Ray,15/07/2017,Darebin,Northern Metropolitan,10175.0
11305,Bundoora,27 Norfolk Cr,h,S,Darren,15/07/2017,Banyule,Northern Metropolitan,10175.0
11306,Burwood East,45 Lenna St,h,S,McGrath,15/07/2017,Whitehorse,Eastern Metropolitan,4048.0
11307,Carnegie,1/11 Rosstown Rd,u,VB,Better,15/07/2017,Glen Eira,Southern Metropolitan,7822.0
11308,Carnegie,55 Tranmere Av,h,S,Ray,15/07/2017,Glen Eira,Southern Metropolitan,7822.0
11309,Carnegie,5/40 Woorayl St,u,VB,Ray,15/07/2017,Glen Eira,Southern Metropolitan,7822.0
11310,Caroline Springs,45 Abbington Cr,h,S,YPA,15/07/2017,Melton,Western Metropolitan,7719.0
11311,Carrum,20 Parkside Bvd,t,S,O'Brien,15/07/2017,Kingston,South-Eastern Metropolitan,1989.0
11312,Carrum Downs,10A William Rd,h,S,Harcourts,15/07/2017,Frankston,South-Eastern Metropolitan,8060.0
11313,Caulfield East,13 Lord St,h,S,Ray,15/07/2017,Glen Eira,Southern Metropolitan,608.0
11314,Caulfield North,4/7 Hudson St,u,S,hockingstuart,15/07/2017,Glen Eira,Southern Metropolitan,6923.0
11315,Chadstone,1/3 Evans St,u,S,Jellis,15/07/2017,Monash,Southern Metropolitan,3582.0
11316,Clayton,1/30 Morton St,u,S,Harcourts,15/07/2017,Monash,South-Eastern Metropolitan,5837.0
11317,Clayton,25 View St,h,S,Buxton,15/07/2017,Monash,South-Eastern Metropolitan,5837.0
11318,Clayton,32 Wellington Rd,h,S,Buxton,15/07/2017,Monash,South-Eastern Metropolitan,5837.0
11319,Clayton South,48 McMillan St,h,S,C21,15/07/2017,Kingston,South-Eastern Metropolitan,4734.0
11320,Coburg,19 Hall St,h,S,Nelson,15/07/2017,Moreland,Northern Metropolitan,11204.0
11321,Collingwood,6/13 Alexander St,u,SP,Jellis,15/07/2017,Yarra,Northern Metropolitan,4553.0
11322,Craigieburn,28/60 Cradle Mountain Dr,t,PI,Ray,15/07/2017,Hume,Northern Metropolitan,15510.0
11323,Croydon,33 Jackson St,h,S,hockingstuart,15/07/2017,Maroondah,Eastern Metropolitan,11925.0
11324,Croydon,2/25 Ruskin Av,u,S,C21,15/07/2017,Maroondah,Eastern Metropolitan,11925.0
11325,Dallas,18 Berger St,h,S,YPA,15/07/2017,Hume,Northern Metropolitan,2246.0
11326,Dallas,21 Pyalong Cr,h,S,FN,15/07/2017,Hume,Northern Metropolitan,2246.0
11327,Dandenong,28 Ray St,h,SP,O'Brien,15/07/2017,Greater Dandenong,South-Eastern Metropolitan,10894.0
11328,Dandenong North,84 Loch Rd,h,S,iSell,15/07/2017,Greater Dandenong,South-Eastern Metropolitan,8322.0
11329,Dandenong North,3 Victor Av,h,S,C21,15/07/2017,Greater Dandenong,South-Eastern Metropolitan,8322.0
11330,Deer Park,26 Irvine St,h,S,Stockdale,15/07/2017,Brimbank,Western Metropolitan,6388.0
11331,Delahey,10 Alexander Cl,h,S,YPA,15/07/2017,Brimbank,Western Metropolitan,2898.0
11332,Derrimut,61 Windsor Bvd,h,S,Stockdale,15/07/2017,Brimbank,Western Metropolitan,2276.0
11333,Dingley Village,18 Albert Pl,t,S,Buxton,15/07/2017,Kingston,South-Eastern Metropolitan,3940.0
11334,Dingley Village,29 Elliott Cr,h,S,Ray,15/07/2017,Kingston,South-Eastern Metropolitan,3940.0
11335,Dingley Village,5 Tarnook Ct,h,S,Ray,15/07/2017,Kingston,South-Eastern Metropolitan,3940.0
11336,Doncaster East,26 Champion St,h,S,Jellis,15/07/2017,Manningham,Eastern Metropolitan,10999.0
11337,Donvale,6/22 Powers St,t,S,Barry,15/07/2017,Manningham,Eastern Metropolitan,4790.0
11338,Donvale,14 Sturdee Rd,h,S,Fletchers,15/07/2017,Manningham,Eastern Metropolitan,4790.0
11339,Doveton,5 Crimson Dr,h,S,Hall,15/07/2017,Casey,South-Eastern Metropolitan,3533.0
11340,Eaglemont,104 Studley Rd,h,S,Miles,15/07/2017,Banyule,Eastern Metropolitan,1651.0
11341,Elsternwick,307/242 Glen Huntly Rd,u,VB,Buxton,15/07/2017,Glen Eira,Southern Metropolitan,4898.0
11342,Eltham,1/44 Arthur St,u,VB,Buckingham,15/07/2017,Nillumbik,Eastern Metropolitan,6990.0
11343,Eltham,38 Meruka Dr,h,S,Barry,15/07/2017,Nillumbik,Eastern Metropolitan,6990.0
11344,Endeavour Hills,18 Struan Av,h,SP,O'Brien,15/07/2017,Casey,South-Eastern Metropolitan,8443.0
11345,Epping,1 Centurion Ct,h,S,Love,15/07/2017,Whittlesea,Northern Metropolitan,10926.0
11346,Epping,9 Inverloch St,t,S,Love,15/07/2017,Whittlesea,Northern Metropolitan,10926.0
11347,Epping,40 Lyndarum Dr,h,S,Ray,15/07/2017,Whittlesea,Northern Metropolitan,10926.0
11348,Epping,4 Nuthall Wy,h,S,Iconek,15/07/2017,Whittlesea,Northern Metropolitan,10926.0
11349,Epping,1 Saddlers Ct,h,S,Ray,15/07/2017,Whittlesea,Northern Metropolitan,10926.0
11350,Essendon,10/10 Ardoch St,u,SP,McDonald,15/07/2017,Moonee Valley,Western Metropolitan,9264.0
11351,Essendon,103 Woodland St,h,S,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,9264.0
11352,Essendon,3/15 Woodvale Cl,u,S,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,9264.0
11353,Essendon North,2/9 McCulloch St,u,S,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,1308.0
11354,Essendon West,384 Buckley St,h,PI,Jellis,15/07/2017,Moonee Valley,Western Metropolitan,588.0
11355,Fawkner,9 James St,h,S,YPA,15/07/2017,Moreland,Northern Metropolitan,5070.0
11356,Ferntree Gully,5 Bruce Cr,h,S,Ray,15/07/2017,Knox,Eastern Metropolitan,10788.0
11357,Ferntree Gully,42 Bryden Dr,h,S,Noel,15/07/2017,Knox,Eastern Metropolitan,10788.0
11358,Fitzroy,205/96 Charles St,u,S,hockingstuart,15/07/2017,Yarra,Northern Metropolitan,5825.0
11359,Fitzroy North,4/199 Barkly St,u,SP,Nelson,15/07/2017,Yarra,Northern Metropolitan,6244.0
11360,Fitzroy North,86/682 Nicholson St,u,VB,Nelson,15/07/2017,Yarra,Northern Metropolitan,6244.0
11361,Fitzroy North,37 Woodside St,h,S,Nelson,15/07/2017,Yarra,Northern Metropolitan,6244.0
11362,Footscray,60 Cross St,h,SP,Jas,15/07/2017,Maribyrnong,Western Metropolitan,7570.0
11363,Footscray,19/44 Everard St,u,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan,7570.0
11364,Footscray,5/248 Gordon St,u,S,Sweeney,15/07/2017,Maribyrnong,Western Metropolitan,7570.0
11365,Footscray,27 Leander St,h,S,Village,15/07/2017,Maribyrnong,Western Metropolitan,7570.0
11366,Forest Hill,35 Panorama Dr,h,S,Ray,15/07/2017,Whitehorse,Eastern Metropolitan,4385.0
11367,Forest Hill,52 Parkmore Rd,h,S,Ray,15/07/2017,Whitehorse,Eastern Metropolitan,4385.0
11368,Forest Hill,2 Thornhill Dr,h,S,Ray,15/07/2017,Whitehorse,Eastern Metropolitan,4385.0
11369,Frankston,12 Tantani St,h,S,Aquire,15/07/2017,Frankston,South-Eastern Metropolitan,17055.0
11370,Frankston,50 Towerhill Rd,h,S,Ray,15/07/2017,Frankston,South-Eastern Metropolitan,17055.0
11371,Gisborne,21 Braeside Rd,h,S,Raine,15/07/2017,Macedon Ranges,Northern Victoria,3376.0
11372,Gisborne,1/12 Rodney St,h,S,Raine,15/07/2017,Macedon Ranges,Northern Victoria,3376.0
11373,Glen Iris,3/14 Charles St,u,S,Woodards,15/07/2017,Boroondara,Southern Metropolitan,10412.0
11374,Glen Waverley,2/25 Fernhill St,u,S,Ray,15/07/2017,Monash,Eastern Metropolitan,15321.0
11375,Glen Waverley,707 Waverley Rd,h,S,Harcourts,15/07/2017,Monash,Eastern Metropolitan,15321.0
11376,Greensborough,1/39 Alexandra St,u,S,Darren,15/07/2017,Banyule,Northern Metropolitan,8524.0
11377,Greensborough,48 Duncan Av,h,S,Darren,15/07/2017,Banyule,Northern Metropolitan,8524.0
11378,Greensborough,1/111 Nepean St,u,S,Darren,15/07/2017,Banyule,Northern Metropolitan,8524.0
11379,Greensborough,4 Nokuna Ct,h,S,Buckingham,15/07/2017,Nillumbik,Northern Metropolitan,8524.0
11380,Greensborough,13 Stowe Av,h,S,Darren,15/07/2017,Banyule,Northern Metropolitan,8524.0
11381,Greensborough,54 Warralong Av,h,S,Fletchers,15/07/2017,Banyule,Northern Metropolitan,8524.0
11382,Greensborough,18 Warruga Pl,h,S,Buckingham,15/07/2017,Banyule,Northern Metropolitan,8524.0
11383,Hampton,1/35 Holyrood St,t,S,Buxton,15/07/2017,Bayside,Southern Metropolitan,5454.0
11384,Hampton,13 Kyarra St,h,S,Charlton,15/07/2017,Bayside,Southern Metropolitan,5454.0
11385,Hawthorn,1/164 Barkers Rd,t,VB,Noel,15/07/2017,Boroondara,Southern Metropolitan,11308.0
11386,Hawthorn,1/23 Glen St,u,S,Woodards,15/07/2017,Boroondara,Southern Metropolitan,11308.0
11387,Hawthorn,504/2 Golding St,u,SP,Fletchers,15/07/2017,Boroondara,Southern Metropolitan,11308.0
11388,Hawthorn,1/23 Hawthorn Gr,u,S,Nelson,15/07/2017,Boroondara,Southern Metropolitan,11308.0
11389,Hawthorn,15/1 Muir St,u,S,Marshall,15/07/2017,Boroondara,Southern Metropolitan,11308.0
11390,Hawthorn,24/1 Muir St,h,S,Marshall,15/07/2017,Boroondara,Southern Metropolitan,11308.0
11391,Heathmont,1/34 Campbell St,u,S,Fletchers,15/07/2017,Maroondah,Eastern Metropolitan,3794.0
11392,Heidelberg Heights,2/3 Mary Av,t,S,Barry,15/07/2017,Banyule,Eastern Metropolitan,2947.0
11393,Heidelberg West,54 Alamein Rd,h,S,Harcourts,15/07/2017,Banyule,Eastern Metropolitan,2674.0
11394,Heidelberg West,2 Maple Ct,h,VB,Barry,15/07/2017,Banyule,Eastern Metropolitan,2674.0
11395,Hillside,22 Santolin Dr,h,PI,Barry,15/07/2017,Melton,Western Metropolitan,5556.0
11396,Hoppers Crossing,30 Don Av,h,S,Reliance,15/07/2017,Wyndham,Western Metropolitan,13830.0
11397,Hoppers Crossing,53 Mossfiel Dr,h,S,Ray,15/07/2017,Wyndham,Western Metropolitan,13830.0
11398,Hoppers Crossing,62 Powell Dr,h,SP,Greg,15/07/2017,Wyndham,Western Metropolitan,13830.0
11399,Ivanhoe East,82 McArthur Rd,h,S,Haughton,15/07/2017,Banyule,Eastern Metropolitan,1554.0
11400,Jacana,13 Robinson St,h,S,YPA,15/07/2017,Hume,Northern Metropolitan,851.0
11401,Keilor,15 Feathertop Dr,h,S,Nelson,15/07/2017,Brimbank,Western Metropolitan,2339.0
11402,Keilor Downs,11 Cromer Pl,h,PI,Brad,15/07/2017,Brimbank,Western Metropolitan,3656.0
11403,Keilor Downs,4 Nandeen Ct,h,VB,Brad,15/07/2017,Brimbank,Western Metropolitan,3656.0
11404,Keilor East,54 David Av,h,SP,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,5629.0
11405,Keilor East,44 Granite Wy,h,VB,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,5629.0
11406,Keilor East,14 Noga Av,h,VB,Whiting,15/07/2017,Moonee Valley,Western Metropolitan,5629.0
11407,Keilor East,43 The Crossway,h,S,Nelson,15/07/2017,Moonee Valley,Western Metropolitan,5629.0
11408,Kensington,2 Collett St,h,S,Bullen,15/07/2017,Melbourne,Northern Metropolitan,5263.0
11409,Kensington,11/12 Mawbey St,u,PI,Edward,15/07/2017,Melbourne,Northern Metropolitan,5263.0
11410,Kew,2/8 Pleasant Av,h,S,Marshall,15/07/2017,Boroondara,Southern Metropolitan,10331.0
11411,Keysborough,3 Oakwood Dr,h,S,hockingstuart,15/07/2017,Greater Dandenong,South-Eastern Metropolitan,8459.0
11412,Kingsbury,43 Green Av,h,S,Ray,15/07/2017,Darebin,Northern Metropolitan,1414.0
11413,Knoxfield,22 Watersedge Cl,h,S,Ray,15/07/2017,Knox,Eastern Metropolitan,2949.0
11414,Lalor,92 Sarissa St,h,S,Harcourts,15/07/2017,Whittlesea,Northern Metropolitan,8279.0
11415,Lalor,6 Willard Ct,h,S,Harcourts,15/07/2017,Whittlesea,Northern Metropolitan,8279.0
11416,Maidstone,15 Havelock St,h,S,Biggin,15/07/2017,Maribyrnong,Western Metropolitan,3873.0
11417,Maidstone,20 Jackson St,h,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan,3873.0
11418,Maidstone,76A Norfolk St,t,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan,3873.0
11419,Maidstone,72B Richelieu St,t,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan,3873.0
11420,Malvern,3/26 McArthur St,u,PI,Purplebricks,15/07/2017,Stonnington,Southern Metropolitan,4675.0
11421,Maribyrnong,1/59 Middle Rd,t,S,Biggin,15/07/2017,Maribyrnong,Western Metropolitan,4918.0
11422,Maribyrnong,403/77 Village Wy,u,VB,Woodards,15/07/2017,Maribyrnong,Western Metropolitan,4918.0
11423,Meadow Heights,13 Allendale Ct,h,S,RW,15/07/2017,Hume,Northern Metropolitan,4704.0
11424,Meadow Heights,103 Cassinia Cr,h,S,Barry,15/07/2017,Hume,Northern Metropolitan,4704.0
11425,Meadow Heights,7 Dalton Ct,h,S,Raine,15/07/2017,Hume,Northern Metropolitan,4704.0
11426,Meadow Heights,11 Hermitage Ct,h,S,Stockdale,15/07/2017,Hume,Northern Metropolitan,4704.0
11427,Meadow Heights,16 Papworth Pl,h,PI,RW,15/07/2017,Hume,Northern Metropolitan,4704.0
11428,Melbourne,806/22 Coromandel Pl,u,S,Galldon,15/07/2017,Melbourne,Northern Metropolitan,17496.0
11429,Melton South,13 Bridge Rd,h,S,YPA,15/07/2017,Melton,Western Victoria,4718.0
11430,Melton South,15 Kurrajong Cr,h,S,hockingstuart,15/07/2017,Melton,Western Victoria,4718.0
11431,Melton South,23 Neerim St,h,S,Raine,15/07/2017,Melton,Western Victoria,4718.0
11432,Mernda,16 Melliodora Dr,h,SP,hockingstuart,15/07/2017,Whittlesea,Northern Metropolitan,5812.0
11433,Mill Park,46 Buckmaster Dr,h,S,Harcourts,15/07/2017,Whittlesea,Northern Metropolitan,10529.0
11434,Mill Park,14 Malua Cr,h,S,Love,15/07/2017,Whittlesea,Northern Metropolitan,10529.0
11435,Mill Park,6 Whernside Ct,h,S,Ray,15/07/2017,Whittlesea,Northern Metropolitan,10529.0
11436,Mitcham,21B Vernal Av,h,S,Noel,15/07/2017,Whitehorse,Eastern Metropolitan,6871.0
